OID	File	Portion	English	廣東話口語（Colloquial Cantonese）v1028
1638	Shane	Tue4	Every time I try something new it goes horribly wrong. You learn to just stay in a shell.	每次我嘗試新嘅嘢都會出現可怕嘅錯誤。 你要學會只呆喺一個殼度。
1639	Shane	Tue6	Life isn't so bad... at least I have frozen pizza and eggs.$u	生活並無咁差...... 至少我有冷凍pizza同雞蛋。$u
1640	Shane	Wed	No, I don't have time to chat with you.	不，我冇時間和你傾偈。
1641	Shane	Wed8	I guess I've grown attached to Marnie and Jas. We're a ragtag bunch but it kind of feels like a weird family.#$e#I never really had much of a family as a kid.$s	我想我有對Marnie同Jas產生感情。 我哋係一群破爛不堪嘅人，但感覺有點像一個奇怪嘅家庭。 #$e#我自細就冇乜嘢家庭。$s
1642	Shane	Wed4	$d Joja#*sigh* ...Every day is the same. Stocking those horrible shelves, going to the saloon, tossing and turning all night.$s|I hated my job at JojaMart, but now that I'm unemployed I feel even worse.$s	$d Joja#*嘆息*...... 每日都係一樣嘅。 擺放那些可怕嘅貨架，去沙龍，整夜輾轉反側。 $s|我討厭我在JojaMart的工作，但現在我失業啦，我感覺更糟糕。$s
1643	Shane	Thu	What do you want? Leave me alone.	你想要乜嘢? 等我靜一靜。
1644	Shane	Thu4	You're really persistent. I guess I'm just surprised that anyone would be interested in talking to me.	你真係好執著。 我想我只係驚訝於有人會有興趣同我交談。
1645	Shane	Thu6	Buh... Where's the Joja Cola?	Joja Cola呢？
1646	Shane	Thu8	You like talking to me? I guess I believe you... maybe you're as weird as I am.$h	你中意同我傾計？ 我諗我相信你...... 或者你和我一樣古怪。$h
1647	Shane	Fri	Don't you have work to do?	你唔係有工作要做咩？
1648	Shane	JojaMart	%Shane's hard at work. He doesn't seem interested in talking.	%Shane正在努力工作。 佢似乎對談話不感興趣。
1649	Shane	Fri4	$d Joja#What's the point of life if all you do is work?|I haven't been able to pay my rent, but Marnie's letting me stay anyway. I'm lucky.	$d Joja#如果你只顧住工作，生活仲有乜意義？|我仲未交租，但Marnie收留咗我。 我好幸運。
1650	Shane	Fri6	I'll definitely be going to the saloon tonight. What else is there to do?	我今晚肯定會去酒館嘅。 仲有乜嘢可做嘅呢？
1651	Shane	Sat	Why are you bothering me? I want to be alone.	你做乜嘢要阻我？ 我想一個人待住。
1652	Shane	Sat2	#$1 ShaneJOSH#I'm surprised that you're still trying to make friends with me. Haven't I been rude enough to you yet?#$e#*sigh*...$s	#$1 ShaneJOSH #我好驚訝，你仲想同我交朋友。 我對你仲唔夠粗魯咩？ #$e#*嘆氣*...$s
1653	Shane	Sat4	$d Joja#I'm renting my room from Marnie at a really good price. It's small but I can't complain.|If I could reset my life maybe I'd start a chicken farm. Only free-range eggs of course.	$d Joja#我從Marnie 那裡租啦我的房間，價格非常好。 佢好细，但我唔可以抱怨。 |如果我可以重新設定我嘅生活，或者我會開一個養雞場。 當然，只養土雞蛋。
1654	Shane	Sat8	I've really grown attached to Marnie's chickens.$h	我真係對Marnie嘅雞產生啦感情。$h
1655	Shane	Sun	I'm busy, can't you tell?	我好忙，你睇唔出咩？
1656	Shane	Sun6	...I think I might be gaining weight.$s	... 我想我又肥啦。$s
1657	Shane	Sun8	If I watch more TV maybe I can forget about life. That would be relaxing.$u	如果我多睇电视，或者我可以忘記生活。 會好輕鬆嘅。 $u
1658	Shane	Sun10	Hi, @. I've actually been having a pretty good day so far.$h	嗨，@。 其實目前我嘅日子過得好唔錯。 $h
1659	Shane	Sun4	Hmm... it's %time. Should I throw a frozen pizza in the microwave, or should I wait?$u	嗯 ... 而家係%時間。 我應該喺微波爐度掉一個冷凍pizza，還是應該等待？ $u
1660	Shane	Sun2	You again? How many times do I have to tell you to leave me alone?$s	又是你？ 我到告訴你幾多次，令你離我遠啲？$s
1661	Shane	event_room1	Okay... that'll require a great script. Maybe I'll ask Elliott for advice next time I see him at the saloon.$s	好囉...... 需要一個好劇本。 或者下次我喺酒館見到Elliott時，我會向佢徵求意見。$s
1662	Shane	event_room2	Sounds great. I'll have to create a bunch of practical effects to make it look cool.	聽起嚟唔錯。 我必須創造一堆實際效果，使佢看起來幾酷。
1663	Shane	event_noLoan1	I didn't know you were such a miser...$s	我唔知你係咁一個孤寒嘅人......$s
1664	Shane	event_noLoan2	Okay, Dad...$s^Okay, Mom...$s	好啦，爸爸......$s^好啦，媽媽......$s
1665	Shane	event_noLoan3	Oh, wow...$s	哦， 哇哦...$s
1666	Shane	event_apologize1	...Yeah, me too.	... 是的，我都係。
1667	Shane	event_apologize2	I know... that's why I stopped by, to tell you about it.	我知...... 就係我停落嚟嘅原因，要告訴你呢件事。
1668	Shane	event_apologize3	Wow, it was that serious, huh? I can hardly remember...	哇，有咁嚴重，係啩？ 我幾乎記不得啦...
1669	Shane	event_stadium1	Oh yeah? I guess that makes sense.$6#$b#Me? I get bored with Pelican Town sometimes.#$b#But... I like that you're different. We balance each other out.$l	係咩? 我想這是有道理嘅。 $6#$b#我？ 我有時會對鹈鹕鎮感到厭煩。 #$b#但係...... 我中意你嘅与众不同。 我哋彼此平衡。$l
1670	Shane	event_stadium2	Oh really? I'm surprised... Didn't you move to Stardew Valley to escape the noise of the city?$6#$b#I mean... Don't get me wrong, I totally understand. My life in Pelican Town is pretty bland, you know.	係真唔係呀? 我好驚訝... 你搬到星露谷唔係為咗逃避城市喧嘩咩？$6#$b#我係話... 唔好誤會我嘅意思，我完全理解。 我喺鹈鹕鎮嘅生活好平淡，你知道。
